n_samples,trial,mode,region,rel_err,neg_frac,rel_los,rel_trv,rel_R,rel_z,rel_phi,rel_err_sm,rel_los_sm,rel_trv_sm
100,2,3D,sun4,0.034868597984313965,0.0,0.019559752196073532,0.02563387155532837,0.01863742619752884,0.019470427185297012,0.014285829849541187,0.023747626692056656,0.011917293071746826,0.018622756004333496
100,2,LOS,sun4,0.06938457489013672,0.00390625,0.021177496761083603,0.06303101032972336,0.027541447430849075,0.051960255950689316,0.021579375490546227,0.06041448563337326,0.01536839921027422,0.056473735719919205
100,2,LOS+Sun,sun4,0.05720289424061775,0.00390625,0.021867845207452774,0.04915513098239899,0.024512283504009247,0.04032807797193527,0.018516404554247856,0.04103093966841698,0.014878112822771072,0.0356544554233551
100,0,3D,sun15,0.6951999664306641,0.279296875,0.3830910623073578,0.5127061605453491,0.31988728046417236,0.4117662012577057,0.2944434583187103,1.0112910270690918,0.5865871906280518,0.7334416508674622
100,0,LOS,sun15,0.6898058652877808,0.298828125,0.3428037166595459,0.5450899600982666,0.2712320387363434,0.38506177067756653,0.37539100646972656,1.1224949359893799,0.5294119715690613,0.9155347943305969
100,0,LOS+Sun,sun15,0.7163066864013672,0.298828125,0.3740759491920471,0.5506628155708313,0.29308322072029114,0.3581860661506653,0.41024351119995117,1.1363269090652466,0.5677932500839233,0.8940190672874451
100,1,3D,sun15,0.5282469987869263,0.189453125,0.2716098427772522,0.4097954034805298,0.26376575231552124,0.2177295684814453,0.32091689109802246,0.836959958076477,0.3943278193473816,0.6680458188056946
100,1,LOS,sun15,0.5600135326385498,0.134765625,0.3008304834365845,0.4244529604911804,0.22420857846736908,0.296378493309021,0.31780609488487244,0.9526621103286743,0.5307071208953857,0.7012730836868286
100,1,LOS+Sun,sun15,0.751319169998169,0.1796875,0.36932674050331116,0.5959629416465759,0.2944870591163635,0.44363853335380554,0.39286085963249207,1.3521060943603516,0.6743807196617126,1.068162441253662
100,2,3D,sun15,0.5866450071334839,0.234375,0.32464706897735596,0.43449604511260986,0.33591920137405396,0.3074527680873871,0.23838290572166443,0.8772355914115906,0.5280463695526123,0.6277964115142822
100,2,LOS,sun15,0.5857593417167664,0.228515625,0.3336751461029053,0.4334217309951782,0.35229822993278503,0.29146668314933777,0.2501583397388458,0.8954735994338989,0.5513986349105835,0.6401964426040649
100,2,LOS+Sun,sun15,0.5959268808364868,0.19921875,0.3265346586704254,0.44418373703956604,0.36118030548095703,0.3117965757846832,0.22650893032550812,0.885622501373291,0.5194879770278931,0.6446864008903503
100,0,3D,gc15,0.6850534677505493,0.294921875,0.3746316432952881,0.5067864656448364,0.3240198791027069,0.403532475233078,0.2860196530818939,1.0402756929397583,0.5620580911636353,0.7772685289382935
100,0,LOS,gc15,0.7385547161102295,0.28515625,0.3653659224510193,0.581503689289093,0.29221534729003906,0.38509321212768555,0.41849175095558167,1.4389036893844604,0.609373152256012,1.2101200819015503
100,0,LOS+Sun,gc15,0.7623322010040283,0.271484375,0.38513705134391785,0.5880842208862305,0.3083164095878601,0.34568333625793457,0.4526688754558563,1.452868103981018,0.5986646413803101,1.2032196521759033
100,1,3D,gc15,0.5734052658081055,0.189453125,0.27315884828567505,0.4592929780483246,0.27231037616729736,0.23273760080337524,0.3596457839012146,1.115081548690796,0.4231669306755066,0.9550582766532898
100,1,LOS,gc15,0.590925931930542,0.16015625,0.30418944358825684,0.46036598086357117,0.24049484729766846,0.32821977138519287,0.32516735792160034,1.2131880521774292,0.6040115356445312,0.9578368067741394
100,1,LOS+Sun,gc15,0.8006246089935303,0.203125,0.37119802832603455,0.6537917852401733,0.3187459111213684,0.488465815782547,0.4067271947860718,1.7558445930480957,0.7707460522651672,1.4705283641815186
100,2,3D,gc15,0.621096134185791,0.27734375,0.3400039076805115,0.461215615272522,0.358849436044693,0.3288225829601288,0.24709327518939972,1.0545694828033447,0.5718068480491638,0.7947470545768738
100,2,LOS,gc15,0.6225121021270752,0.232421875,0.3529004752635956,0.4562223255634308,0.3820122480392456,0.30449241399765015,0.26073122024536133,1.0743257999420166,0.6033512353897095,0.8050985336303711
100,2,LOS+Sun,gc15,0.6359756588935852,0.205078125,0.3475983738899231,0.4694008231163025,0.3898516893386841,0.32874995470046997,0.2427748441696167,1.09551203250885,0.5853708982467651,0.8355643153190613
100,0,LOS+rho,sun4,0.05703984200954437,0.009765625,0.0245262049138546,0.04761366918683052,0.023787762969732285,0.03635336458683014,0.02469291165471077,0.03813394531607628,0.01808900013566017,0.03093559667468071
100,0,LOS+Sun+rho,sun4,0.05569002404808998,0.0078125,0.02350996434688568,0.04667462408542633,0.02342052385210991,0.03635319694876671,0.022491158917546272,0.03663258999586105,0.016849476844072342,0.029816778376698494
100,1,LOS+rho,sun4,0.05876731127500534,0.0,0.020212238654494286,0.05170583724975586,0.024885457009077072,0.043184392154216766,0.017405793070793152,0.037116099148988724,0.01179905142635107,0.03322017937898636
100,1,LOS+Sun+rho,sun4,0.050420425832271576,0.0,0.01946009136736393,0.043172333389520645,0.021284015849232674,0.03572581335902214,0.016686132177710533,0.028637854382395744,0.01114504411816597,0.024441074579954147
100,2,LOS+rho,sun4,0.06681914627552032,0.0,0.022121043875813484,0.05996290594339371,0.03518285974860191,0.043889835476875305,0.020443756133317947,0.0635906234383583,0.017954114824533463,0.0587468221783638
100,2,LOS+Sun+rho,sun4,0.04786434769630432,0.0,0.01834852620959282,0.041266076266765594,0.02292054519057274,0.030365746468305588,0.018282528966665268,0.04083508998155594,0.012076467275619507,0.03724294155836105
