n_samples,trial,setting,sigma_mmsyr,arm,mode,region,rel_err,rel_los,rel_trv,rel_R,rel_z,rel_phi,rel_err_sm,rel_los_sm,rel_trv_sm,train_chi,train_err_true_mmsyr,train_err_smooth_mmsyr
50,0,s0.5,0.50,plain,LOS+Sun+rho,sun4,0.10309737920761108,0.05289918929338455,0.0804000273346901,0.03802155703306198,0.06324832141399384,0.05160154029726982,0.09482165426015854,0.04944166541099548,0.07362530380487442,0.502,0.410,0.382
50,0,s0.5,0.50,plain,LOS+Sun+rho,sun15,1.0601685047149658,0.5139913558959961,0.8486695289611816,0.44447845220565796,0.6029036641120911,0.584726870059967,1.7486906051635742,0.9175186157226562,1.373279333114624,0.502,0.410,0.382
50,0,s0.5,0.50,plain,LOS+Sun+rho,gc15,1.156821608543396,0.5831518173217773,0.9033427834510803,0.5002976655960083,0.6426109671592712,0.6378399133682251,2.143051862716675,1.0942094326019287,1.682074785232544,0.502,0.410,0.382
50,0,s1.7,1.70,plain,LOS,sun4,0.34199458360671997,0.14624062180519104,0.28915709257125854,0.12805518507957458,0.26754051446914673,0.0971573144197464,0.33922278881073,0.14504964649677277,0.2863994836807251,0.474,0.867,0.874
50,0,s1.7,1.70,plain,LOS,sun15,2.3427958488464355,1.3523203134536743,1.6783487796783447,0.7557721138000488,1.181065559387207,1.396084189414978,4.217311859130859,2.420710563659668,3.040966749191284,0.474,0.867,0.874
50,0,s1.7,1.70,plain,LOS,gc15,2.511629104614258,1.4520416259765625,1.7809631824493408,0.8160797357559204,1.1231448650360107,1.585045576095581,4.889978885650635,2.696068048477173,3.559199810028076,0.474,0.867,0.874
50,0,s1.7,1.70,plain,LOS+Sun+rho,sun4,0.2632768750190735,0.13366881012916565,0.20658954977989197,0.11980699002742767,0.14791765809059143,0.12841397523880005,0.25644510984420776,0.13214382529258728,0.19978676736354828,0.475,0.838,0.833
50,0,s1.7,1.70,plain,LOS+Sun+rho,sun15,1.6574835777282715,0.9634504318237305,1.1803253889083862,0.5662529468536377,0.8165075182914734,1.084511160850525,2.743976593017578,1.6832530498504639,1.8812196254730225,0.475,0.838,0.833
50,0,s1.7,1.70,plain,LOS+Sun+rho,gc15,1.8851698637008667,1.152790904045105,1.2585926055908203,0.7552523612976074,0.8514297008514404,1.1803858280181885,3.2658872604370117,2.0176424980163574,2.1552653312683105,0.475,0.838,0.833
50,0,s4.3,4.30,plain,LOS,sun4,1.4009418487548828,0.45816555619239807,1.259663462638855,0.5080689191818237,0.9680652618408203,0.5704818367958069,1.4117885828018188,0.46078136563301086,1.2697727680206299,0.192,2.912,2.908
50,0,s4.3,4.30,plain,LOS,sun15,1.9932045936584473,0.5862009525299072,1.8354703187942505,0.7746333479881287,1.4246166944503784,0.7203630208969116,3.045018434524536,0.8898792266845703,2.8118984699249268,0.192,2.912,2.908
50,0,s4.3,4.30,plain,LOS,gc15,2.1136908531188965,0.6278175115585327,1.940811276435852,0.8191974759101868,1.5023391246795654,0.7707704305648804,3.821485757827759,1.0596305131912231,3.568533182144165,0.192,2.912,2.908
50,0,s4.3,4.30,plain,LOS+Sun+rho,sun4,1.516465425491333,0.4758976697921753,1.3669567108154297,0.39239227771759033,1.1732361316680908,0.551384687423706,1.5341240167617798,0.47914212942123413,1.3838915824890137,0.157,3.248,3.228
50,0,s4.3,4.30,plain,LOS+Sun+rho,sun15,3.1029880046844482,1.924135684967041,1.945583462715149,1.5202127695083618,1.2512264251708984,1.7314279079437256,4.3007025718688965,2.4889800548553467,2.8779332637786865,0.157,3.248,3.228
50,0,s4.3,4.30,plain,LOS+Sun+rho,gc15,4.004771709442139,2.740152359008789,2.123168706893921,2.2997331619262695,1.470510482788086,1.91861891746521,5.8460211753845215,3.43428373336792,3.672905683517456,0.157,3.248,3.228
50,0,het,1.46,plain,LOS,sun4,1.0299193859100342,0.38244152069091797,0.8982932567596436,0.39496049284935,0.6905375719070435,0.46872904896736145,1.0405367612838745,0.3854302763938904,0.9082884788513184,0.460,2.019,2.023
50,0,het,1.46,plain,LOS,sun15,1.6496038436889648,0.8567370772361755,1.2794920206069946,0.7180338501930237,0.9034028053283691,0.7706164121627808,2.6567530632019043,1.4007174968719482,2.06941819190979,0.460,2.019,2.023
50,0,het,1.46,plain,LOS,gc15,1.7349929809570312,0.8764366507530212,1.3620494604110718,0.7505496740341187,0.9052391052246094,0.8393479585647583,2.8426413536071777,1.3605647087097168,2.293947458267212,0.460,2.019,2.023
50,0,het,1.46,plain,LOS+Sun+rho,sun4,0.8578028678894043,0.360186368227005,0.7262289524078369,0.37844640016555786,0.5351808667182922,0.37664055824279785,0.866206705570221,0.36309415102005005,0.7338855266571045,0.493,2.100,2.103
50,0,het,1.46,plain,LOS+Sun+rho,sun15,3.0021421909332275,2.2070388793945312,1.567458152770996,1.3911731243133545,1.2230783700942993,1.8008053302764893,4.420418739318848,3.108703136444092,2.533806324005127,0.493,2.100,2.103
50,0,het,1.46,plain,LOS+Sun+rho,gc15,3.406172752380371,2.527498483657837,1.6269158124923706,1.7140698432922363,1.3613052368164062,1.903944492340088,5.102655410766602,3.432955503463745,2.8502695560455322,0.493,2.100,2.103
50,0,hetW,1.46,W,LOS,sun4,0.26817402243614197,0.12357676029205322,0.21964989602565765,0.16661766171455383,0.1286558210849762,0.10266339033842087,0.26961779594421387,0.1241573914885521,0.22067390382289886,0.324,0.937,0.929
50,0,hetW,1.46,W,LOS,sun15,0.9223304390907288,0.5887900590896606,0.6286988258361816,0.5712958574295044,0.4344139099121094,0.4002173840999603,1.3863301277160645,0.8892816305160522,0.9543348550796509,0.324,0.937,0.929
50,0,hetW,1.46,W,LOS,gc15,0.9241231679916382,0.5731318593025208,0.6375711560249329,0.5733089447021484,0.43418917059898376,0.3950762450695038,1.4503257274627686,0.83610999584198,1.0493769645690918,0.324,0.937,0.929
50,0,hetW,1.46,W,LOS+Sun+rho,sun4,0.2758343517780304,0.12475071847438812,0.2274569720029831,0.15932615101337433,0.12973058223724365,0.12491782009601593,0.2788032293319702,0.1262158453464508,0.22976091504096985,0.338,0.918,0.917
50,0,hetW,1.46,W,LOS+Sun+rho,sun15,1.1879069805145264,0.7454265356063843,0.772960901260376,0.556685745716095,0.4741675853729248,0.7335048913955688,1.8202600479125977,1.2359384298324585,1.1070599555969238,0.338,0.918,0.917
50,0,hetW,1.46,W,LOS+Sun+rho,gc15,1.1701059341430664,0.7219016551971436,0.7755385041236877,0.5610784888267517,0.47311967611312866,0.7142648100852966,1.859507441520691,1.1945254802703857,1.1834087371826172,0.338,0.918,0.917
50,0,hetC,1.46,C,LOS,sun4,0.37033408880233765,0.14747151732444763,0.3182300329208374,0.1761646866798401,0.2185603529214859,0.16967357695102692,0.3752340078353882,0.14911454916000366,0.3226175606250763,0.301,0.993,0.997
50,0,hetC,1.46,C,LOS,sun15,1.198601245880127,0.7935099601745605,0.7902823090553284,0.6691646575927734,0.5616991519927979,0.5986820459365845,1.789771318435669,1.0790799856185913,1.2683658599853516,0.301,0.993,0.997
50,0,hetC,1.46,C,LOS,gc15,1.2569794654846191,0.8118857145309448,0.8435935974121094,0.6908143758773804,0.590053915977478,0.6244097352027893,2.0978667736053467,1.1754224300384521,1.558016061782837,0.301,0.993,0.997
50,0,hetC,1.46,C,LOS+Sun+rho,sun4,0.22047309577465057,0.10804471373558044,0.17618367075920105,0.12512175738811493,0.10597275197505951,0.09798552840948105,0.22161155939102173,0.1086350530385971,0.17700505256652832,0.419,0.825,0.823
50,0,hetC,1.46,C,LOS+Sun+rho,sun15,1.0599768161773682,0.6211534142494202,0.7744059562683105,0.5508909821510315,0.4949074685573578,0.5549696683883667,1.7672444581985474,1.062307357788086,1.274871587753296,0.419,0.825,0.823
50,0,hetC,1.46,C,LOS+Sun+rho,gc15,1.0960557460784912,0.6447778940200806,0.7899670004844666,0.5764155387878418,0.5040705800056458,0.5740205645561218,1.8475533723831177,1.0604685544967651,1.355328917503357,0.419,0.825,0.823
50,0,s1.7W,1.70,W,LOS,sun4,0.34199458360671997,0.14624062180519104,0.28915709257125854,0.12805518507957458,0.26754051446914673,0.0971573144197464,0.33922278881073,0.14504964649677277,0.2863994836807251,0.474,0.867,0.874
50,0,s1.7W,1.70,W,LOS,sun15,2.3427958488464355,1.3523203134536743,1.6783487796783447,0.7557721138000488,1.181065559387207,1.396084189414978,4.217311859130859,2.420710563659668,3.040966749191284,0.474,0.867,0.874
50,0,s1.7W,1.70,W,LOS,gc15,2.511629104614258,1.4520416259765625,1.7809631824493408,0.8160797357559204,1.1231448650360107,1.585045576095581,4.889978885650635,2.696068048477173,3.559199810028076,0.474,0.867,0.874
50,0,s1.7W,1.70,W,LOS+Sun+rho,sun4,0.2632768750190735,0.13366881012916565,0.20658954977989197,0.11980699002742767,0.14791765809059143,0.12841397523880005,0.25644510984420776,0.13214382529258728,0.19978676736354828,0.475,0.838,0.833
50,0,s1.7W,1.70,W,LOS+Sun+rho,sun15,1.6574835777282715,0.9634504318237305,1.1803253889083862,0.5662529468536377,0.8165075182914734,1.084511160850525,2.743976593017578,1.6832530498504639,1.8812196254730225,0.475,0.838,0.833
50,0,s1.7W,1.70,W,LOS+Sun+rho,gc15,1.8851698637008667,1.152790904045105,1.2585926055908203,0.7552523612976074,0.8514297008514404,1.1803858280181885,3.2658872604370117,2.0176424980163574,2.1552653312683105,0.475,0.838,0.833
50,0,s1.7C,1.70,C,LOS,sun4,1.386287808418274,0.42669129371643066,1.2436658143997192,0.35982221364974976,1.0731532573699951,0.5689529180526733,1.388686180114746,0.42797523736953735,1.2454835176467896,0.054,1.150,1.163
50,0,s1.7C,1.70,C,LOS,sun15,7.210313320159912,2.9516584873199463,6.194035053253174,1.4860072135925293,4.62892484664917,4.259875297546387,11.608543395996094,5.0139312744140625,9.854199409484863,0.054,1.150,1.163
50,0,s1.7C,1.70,C,LOS,gc15,7.739323616027832,2.910125732421875,6.742373466491699,1.6197043657302856,4.654210090637207,4.744431018829346,15.290294647216797,5.005113124847412,13.537837982177734,0.054,1.150,1.163
50,0,s1.7C,1.70,C,LOS+Sun+rho,sun4,0.24479743838310242,0.12301677465438843,0.19115899503231049,0.0824018344283104,0.15268197655677795,0.12570033967494965,0.2360789030790329,0.12024123221635818,0.1835295855998993,0.506,0.686,0.686
