n_samples,trial,mode,region,rel_err,neg_frac,rel_los,rel_trv,rel_R,rel_z,rel_phi
100,1,3D,sun15,0.24313464760780334,0.126953125,0.14536821842193604,0.16607984900474548,0.14984846115112305,0.13132375478744507,0.06647161394357681
100,1,LOS,sun15,0.24148282408714294,0.044921875,0.13009323179721832,0.17261075973510742,0.11786598712205887,0.14322221279144287,0.07793623208999634
100,1,LOS+Sun,sun15,0.2515333890914917,0.044921875,0.1350739300251007,0.18045459687709808,0.11778417229652405,0.14031881093978882,0.09776811301708221
100,1,LOS+rho,sun15,0.20332014560699463,0.033203125,0.1025184914469719,0.15476331114768982,0.12036294490098953,0.11983990669250488,0.0510270930826664
100,1,LOS+Sun+rho,sun15,0.20349088311195374,0.0390625,0.10466994345188141,0.1544855684041977,0.12708662450313568,0.11231100559234619,0.04802735894918442
100,1,3D,gc15,0.17425896227359772,0.08203125,0.07857535034418106,0.14426380395889282,0.08384186774492264,0.10788249969482422,0.07159744203090668
100,1,LOS,gc15,0.20597340166568756,0.03125,0.0821317806839943,0.17542879283428192,0.08152732253074646,0.13533084094524384,0.0856965184211731
100,1,LOS+Sun,gc15,0.21885308623313904,0.03125,0.08935250341892242,0.1857772171497345,0.08433881402015686,0.13357685506343842,0.10678179562091827
100,1,LOS+rho,gc15,0.16125139594078064,0.029296875,0.07105302810668945,0.13253751397132874,0.08717086911201477,0.10351862758398056,0.04533606767654419
100,1,LOS+Sun+rho,gc15,0.16013994812965393,0.0390625,0.07257997989654541,0.12998895347118378,0.08998838067054749,0.10021675378084183,0.042840175330638885
100,2,3D,sun4,0.017628757283091545,0.0,0.006786155514419079,0.01520611997693777,0.007846404798328876,0.014543259516358376,0.0012848370242863894
100,2,LOS,sun4,0.056379277259111404,0.0,0.012471803463995457,0.0526714026927948,0.011684365570545197,0.05249025672674179,0.0064211697317659855
100,2,LOS+Sun,sun4,0.054199591279029846,0.0,0.012351893819868565,0.050751347094774246,0.013137373141944408,0.04952426999807358,0.006615419406443834
100,2,LOS+rho,sun4,0.032669052481651306,0.0,0.006324194371700287,0.030597377568483353,0.0033201633486896753,0.03134879097342491,0.004129249136894941
100,2,LOS+Sun+rho,sun4,0.03437263146042824,0.0,0.006904762703925371,0.0326329842209816,0.006997246295213699,0.03157757222652435,0.005144696682691574
100,2,3D,sun15,0.28831684589385986,0.154296875,0.16459116339683533,0.2057199478149414,0.16903772950172424,0.16193462908267975,0.08184437453746796
100,2,LOS,sun15,0.3097947835922241,0.205078125,0.17594578862190247,0.21908774971961975,0.17898884415626526,0.16362091898918152,0.09441476315259933
100,2,LOS+Sun,sun15,0.3040984869003296,0.19921875,0.177977055311203,0.21062110364437103,0.1827414482831955,0.1562359780073166,0.08966114372015
100,2,LOS+rho,sun15,0.21404555439949036,0.037109375,0.11583898961544037,0.15676118433475494,0.12218007445335388,0.1212412491440773,0.05969182774424553
100,2,LOS+Sun+rho,sun15,0.20952974259853363,0.044921875,0.12220662087202072,0.14701160788536072,0.12978994846343994,0.10910819470882416,0.056704893708229065
100,2,3D,gc15,0.26168203353881836,0.072265625,0.1483105719089508,0.19238758087158203,0.15105795860290527,0.1425950676202774,0.0887896865606308
100,2,LOS,gc15,0.29803451895713806,0.150390625,0.17035076022148132,0.21829535067081451,0.17528873682022095,0.1451498121023178,0.10910462588071823
100,2,LOS+Sun,gc15,0.29584163427352905,0.140625,0.17592379450798035,0.21005438268184662,0.18134354054927826,0.1391860544681549,0.10518891364336014
100,2,LOS+rho,gc15,0.17258737981319427,0.03125,0.07697395980358124,0.14221742749214172,0.08493445068597794,0.10537222772836685,0.060504551976919174
100,2,LOS+Sun+rho,gc15,0.16729608178138733,0.041015625,0.0816032737493515,0.13413870334625244,0.09038614481687546,0.0918150544166565,0.06085817888379097
200,0,3D,sun4,0.022362608462572098,0.025390625,0.009820394217967987,0.018693607300519943,0.014200191013514996,0.014990394935011864,0.0014326523523777723
200,0,LOS,sun4,0.06188962608575821,0.0,0.010643597692251205,0.05921744555234909,0.009966528974473476,0.0587240532040596,0.005174132063984871
200,0,LOS+Sun,sun4,0.060905613005161285,0.0,0.011972357518970966,0.058007314801216125,0.012582593597471714,0.055900827050209045,0.005551832728087902
200,0,LOS+rho,sun4,0.04666740447282791,0.0,0.008235405199229717,0.04473959654569626,0.009860828518867493,0.04295697435736656,0.006651949603110552
200,0,LOS+Sun+rho,sun4,0.04734332859516144,0.0,0.00944505538791418,0.04482148960232735,0.007806694135069847,0.043154276907444,0.007940842770040035
200,0,3D,sun15,0.24778884649276733,0.13671875,0.15082621574401855,0.15998893976211548,0.1422959864139557,0.14854684472084045,0.04416095092892647
200,0,LOS,sun15,0.3034175634384155,0.169921875,0.17832665145397186,0.20507541298866272,0.1810438185930252,0.16127197444438934,0.08739844709634781
200,0,LOS+Sun,sun15,0.3292351961135864,0.1875,0.1871032416820526,0.22764751315116882,0.19932657480239868,0.1748410165309906,0.09317147731781006
200,0,LOS+rho,sun15,0.31683045625686646,0.05859375,0.1913488209247589,0.21295198798179626,0.19763720035552979,0.1529715657234192,0.09598985314369202
200,0,LOS+Sun+rho,sun15,0.30952194333076477,0.05078125,0.1862817406654358,0.2089708298444748,0.19017307460308075,0.1517980396747589,0.09663897007703781
200,0,3D,gc15,0.1626785844564438,0.06640625,0.07348179072141647,0.1306810975074768,0.06936939060688019,0.11502300202846527,0.04803429916501045
