n_samples,trial,setting,sigma_mmsyr,arm,mode,region,rel_err,rel_los,rel_trv,rel_R,rel_z,rel_phi,train_chi,train_err_true_mmsyr
50,1,s0,0.00,plain,LOS+Sun+rho,sun4,0.0645373985171318,0.014132175594568253,0.06033018231391907,0.011168694123625755,0.05928558111190796,0.009604861959815025,nan,0.043
50,1,s0,0.00,plain,LOS+Sun+rho,sun15,0.34126120805740356,0.1485523283481598,0.27626290917396545,0.15779346227645874,0.21939398348331451,0.11848001182079315,nan,0.043
50,1,s0,0.00,plain,LOS+Sun+rho,gc15,0.3006899356842041,0.11089027673006058,0.262786328792572,0.12896326184272766,0.2041231244802475,0.11018824577331543,nan,0.043
50,1,s0,0.00,plain,3D,sun4,0.041743069887161255,0.020782845094799995,0.032589368522167206,0.018866324797272682,0.03249616175889969,0.009650417603552341,nan,0.096
50,1,s0,0.00,plain,3D,sun15,0.3845122456550598,0.19811619818210602,0.2918599247932434,0.24488377571105957,0.2049204409122467,0.09740070253610611,nan,0.096
50,1,s0,0.00,plain,3D,gc15,0.32530248165130615,0.15592968463897705,0.26207730174064636,0.19939188659191132,0.18376754224300385,0.09297505766153336,nan,0.096
50,1,s0.5,0.50,plain,LOS,sun4,0.14526641368865967,0.06664079427719116,0.11808177083730698,0.0308530293405056,0.1100931242108345,0.06160043925046921,0.538,0.227
50,1,s0.5,0.50,plain,LOS,sun15,1.369504690170288,0.5032147169113159,1.1813006401062012,0.5114792585372925,0.7056766748428345,0.8067668080329895,0.538,0.227
50,1,s0.5,0.50,plain,LOS,gc15,1.4498047828674316,0.5229322910308838,1.2674336433410645,0.55732262134552,0.7357386350631714,0.8553905487060547,0.538,0.227
50,1,s0.5,0.50,plain,LOS+Sun+rho,sun4,0.14682886004447937,0.07409198582172394,0.11487559229135513,0.036225493997335434,0.11535876244306564,0.057581909000873566,0.534,0.293
50,1,s0.5,0.50,plain,LOS+Sun+rho,sun15,0.9657159447669983,0.5705457925796509,0.668671190738678,0.43174299597740173,0.4523804783821106,0.5718981623649597,0.534,0.293
50,1,s0.5,0.50,plain,LOS+Sun+rho,gc15,1.134844183921814,0.7843858003616333,0.653158962726593,0.5970985889434814,0.45953428745269775,0.634472131729126,0.534,0.293
50,1,s1.7,1.70,plain,LOS,sun4,0.8993741273880005,0.5047215819358826,0.6408907771110535,0.3606870174407959,0.6809518933296204,0.3164742588996887,0.376,1.119
50,1,s1.7,1.70,plain,LOS,sun15,8.62615966796875,3.431194305419922,7.494470596313477,4.521140098571777,5.031562328338623,3.590559959411621,0.376,1.119
50,1,s1.7,1.70,plain,LOS,gc15,8.362478256225586,3.630960464477539,7.03751802444458,4.654767036437988,4.552097797393799,3.4545962810516357,0.376,1.119
50,1,s1.7,1.70,plain,LOS+Sun+rho,sun4,0.46095001697540283,0.21188537776470184,0.3705260455608368,0.16920003294944763,0.333840012550354,0.17095071077346802,0.427,0.933
50,1,s1.7,1.70,plain,LOS+Sun+rho,sun15,3.380124568939209,2.4778809547424316,1.9284549951553345,1.5938321352005005,1.415520191192627,2.078268051147461,0.427,0.933
50,1,s1.7,1.70,plain,LOS+Sun+rho,gc15,4.414705276489258,3.7395989894866943,1.8503475189208984,2.5969200134277344,1.6314024925231934,2.365586519241333,0.427,0.933
